universityName,faculty,facultyFoundingYear,Üniversite Türü,Birim İli,Birim Durum
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,TOPLUM ARAŞTIRMALARI VE UYGULAMA MERKEZİ,04.04.2018,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,TÜRKÇE VE YABANCI DİLLER ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,19.06.2012,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,ULUSLARARASI HUKUK UYGULAMA VE ARAŞTIRMA MERKEZİ,29.06.2016,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,14.08.2013,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,VAKIF KÜLTÜR VARLIKLARINI KORUMA UYGULAMA VE ARAŞTIRMA MERKEZİ,25.12.2013,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,VERİ BİLİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,İSTANBUL,AKTİF
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,YAZMA ESERLER UYGULAMA VE ARAŞTIRMA MERKEZİ,18.12.2019,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,AVRUPA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,15.01.2020,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,ECZACILIK FAKÜLTESİ,25.06.2021,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",25.11.2020,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,İLETİŞİM FAKÜLTESİ,24.11.2016,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,İNOVASYON VE TEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,30.06.2020,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,25.12.2019,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,MİMARLIK VE TASARIM FAKÜLTESİ,02.08.2024,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,02.08.2024,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,MÜHENDİSLİK VE MİMARLIK FAKÜLTESİ,24.11.2016,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,24.11.2016,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,05.03.2020,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SİBER ALAN ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,01.04.2020,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SPOR ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SPOR BİLİMLERİ FAKÜLTESİ,24.11.2016,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,29.05.2019,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,18.12.2019,VAKIF,İSTANBUL,AKTİF
FENERBAHÇE ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,19.08.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,ATATÜRK İLKELERİ VE İNKILAP TARİHİ ARAŞTIRMA VE UYGULAMA MERKEZİ,11.01.2009,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,BİLİM VE ÇAĞDAŞ TEKNOLOJİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,11.04.2012,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,EKONOMİ GÜVENLİĞİ ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,01.07.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,FEN-EDEBİYAT FAKÜLTESİ,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,GÜZEL SANATLAR FAKÜLTESİ,06.11.2003,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,HEMŞİRELİK YÜKSEKOKULU,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,İSLAM MİMARİSİ VE SANATLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,28.09.2022,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,İSTANBUL HALİÇ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,31.03.2021,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,İŞLETME FAKÜLTESİ,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,KONSERVATUVAR,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,14.02.2019,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,11.01.2009,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,MİMARLIK FAKÜLTESİ,06.05.2006,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,16.06.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,SPOR BİLİMLERİ FAKÜLTESİ,04.08.2023,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,SU ÜRÜNLERİ YÜKSEKOKULU,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,SÜRDÜRÜLEBİLİR ENERJİ SİSTEMLERİ ARAŞTIRMA MERKEZİ,06.05.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,SÜREKLİ EĞİTİM ÖĞRETİM ARAŞTIRMA VE UYGULAMA MERKEZİ,11.01.2009,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,ŞİDDET VE TRAVMA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,16.09.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,TEKNOLOJİ TRANSFER OFİSİ UYGULAMA VE ARAŞTIRMA MERKEZİ,15.04.2020,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,TIP FAKÜLTESİ,18.01.1998,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,28.12.2018,VAKIF,İSTANBUL,AKTİF
HALİÇ ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,04.03.2022,VAKIF,İSTANBUL,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,AFRİKA ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,18.04.2018,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,ARKEOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ,15.01.2020,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,ÇEVRE UYGULAMA VE ARAŞTIRMA MERKEZİ,21.10.2014,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,19.08.2008,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,FİZYOTERAPİ VE REHABİLİTASYON UYGULAMA VE ARAŞTIRMA MERKEZ,,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,"GÖÇ, NÜFUS, EĞİTİM VE İSTİHDAM SORUNLARI UYGULAMA VE ARAŞTIRMA MERKEZİ",28.12.2011,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,GÜZEL SANATLAR VE MİMARLIK FAKÜLTESİ,23.06.2012,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,HAVACILIK VE UZAY BİLİMLERİ FAKÜLTESİ,02.06.2021,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,HUKUK ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,15.04.2020,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,19.08.2008,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",31.07.2008,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,İLETİŞİM FAKÜLTESİ,03.07.2017,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,İSLAM MEDENİYETİ UYGULAMA VE ARAŞTIRMA MERKEZİ,10.05.2023,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,KADIN VE AİLE UYGULAMA VE ARAŞTIRMA MERKEZİ,28.04.2015,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,KALKINMA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,24.07.2019,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,KARİYER PLANLAMA UYGULAMA VE ARAŞTIRMA MERKEZİ,10.03.2021,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,KÜLTÜRLERARASI DİYALOG VE EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,06.02.2021,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,01.03.2013,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,23.06.2012,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,ORTADOĞU ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,10.12.2014,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,ÖZEL EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,03.05.2016,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,PSİKOLOJİK DANIŞMA VE REHBERLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,24.10.2018,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,03.07.2017,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,26.01.2011,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,TIP FAKÜLTESİ,15.03.2018,VAKIF,GAZİANTEP,PASİF
HASAN KALYONCU ÜNİVERSİTESİ,TURİZM FAKÜLTESİ,25.07.2022,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,TURİZM VE OTELCİLİK YÜKSEKOKULU,31.07.2008,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,10.03.2021,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,ÜSTÜN YETENEKLİLER UYGULAMA VE ARAŞTIRMA MERKEZİ,08.07.2014,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,31.07.2008,VAKIF,GAZİANTEP,AKTİF
HASAN KALYONCU ÜNİVERSİTESİ,YAPILI ÇEVRE UYGULAMA VE ARAŞTIRMA MERKEZİ,16.08.2017,VAKIF,GAZİANTEP,AKTİF
IŞIK ÜNİVERSİTESİ,BÜTÜNLEŞİK TEKNOLOJİLER UYGULAMA VE ARAŞTIRMA MERKEZİ,11.05.2016,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,EĞİTİM TEKNOLOJİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,18.07.2018,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,FİNANSAL YÖNETİM VE İŞLETMECİLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,13.07.2016,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",25.06.2021,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,İNOVASYON VE GİRİŞİMCİLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,26.07.2012,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,KÜLTÜREL MİRASI KORUMA UYGULAMA VE ARAŞTIRMA MERKEZİ,27.02.2019,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,14.07.2021,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,03.07.1992,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,25.06.2021,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,OPTOMEKATRONİK UYGULAMA VE ARAŞTIRMA MERKEZİ,24.05.2016,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,20.01.2017,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,"SANAT, TASARIM VE MİMARLIK FAKÜLTESİ",25.06.2021,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,SOSYAL POLİTİKALAR UYGULAMA VE ARAŞTIRMA MERKEZİ,26.07.2012,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,29.02.2012,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,TEMEL VE UYGULAMALI PSİKOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,12.06.2013,VAKIF,İSTANBUL,AKTİF
IŞIK ÜNİVERSİTESİ,UYGULAMALI BİLİMLER YÜKSEKOKULU,23.03.2015,VAKIF,İSTANBUL,PASİF
IŞIK ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,ÇATIŞMA ANALİZLERİ VE BARIŞ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,06.12.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,EĞİTİM BİLİMLERİ FAKÜLTESİ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,ETİK ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,25.05.2018,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,GAYRİMENKUL VE ALTYAPI UYGULAMA VE ARAŞTIRMA MERKEZİ,23.08.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,GELECEK ARAŞTIRMALARI GELİŞTİRME UYGULAMA VE ARAŞTIRMA MERKEZİ,22.05.2019,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,HADİS ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,14.10.2020,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,HAYDAR ALİYEV AVRASYA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,21.04.2021,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,İLETİŞİM FAKÜLTESİ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,İSLAMİ EKONOMİ VE FİNANS UYGULAMA VE ARAŞTIRMA MERKEZİ,14.10.2020,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,İSLAMİ İLİMLER FAKÜLTESİ,10.02.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,JAPONYA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,01.07.2020,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,MEDENİYETLER İTTİFAKI ENSTİTÜSÜ,18.01.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,"MİMARLIK, TASARIM VE GÜZEL SANATLAR FAKÜLTESİ",10.02.2017,VAKIF,İSTANBUL,PASİF
İBN HALDUN ÜNİVERSİTESİ,MÜFREDAT ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,07.06.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,MÜNAZARA VE ARGÜMAN ETİĞİ UYGULAMA VE ARAŞTIRMA MERKEZİ,14.04.2021,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,PSİKOTERAPİ UYGULAMA VE ARAŞTIRMA MERKEZİ,28.10.2018,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,07.02.2018,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,SİVİL TOPLUM UYGULAMA VE ARAŞTIRMA MERKEZİ,21.10.2020,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,SİYASAL BİLGİLER FAKÜLTESİ,23.04.2015,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,SÖZLÜ TARİH VE TOPLUMSAL HAFIZA UYGULAMA VE ARAŞTIRMA MERKEZİ,16.08.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,07.06.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,TASARRUF FİNANSMAN UYGULAMA VE ARAŞTIRMA MERKEZİ,13.03.2024,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,25.10.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,ULUSLARARASI HUKUK VE İNSAN HAKLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,06.06.2018,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,UYUŞMAZLIK ÇÖZÜMÜ UYGULAMA VE ARAŞTIRMA MERKEZİ,01.06.2018,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,01.07.2020,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,10.02.2017,VAKIF,İSTANBUL,AKTİF
İBN HALDUN ÜNİVERSİTESİ,YÖNETİM BİLİMLERİ FAKÜLTESİ,16.09.2017,VAKIF,İSTANBUL,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ATATÜRK VE CUMHURİYET DÖNEMİ ARAŞTIRMA VE UYGULAMA MERKEZİ,15.04.2009,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,AYSEL SABUNCU BEYİN ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,02.11.2017,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,EĞİTİM BİLİMLERİ ENSTİTÜSÜ,26.10.1999,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,28.08.1999,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,EKONOMİ VE SOSYAL BİLİMLER ENSTİTÜSÜ,12.04.1988,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ERZURUM EĞİTİM BİLİMLERİ ENSTİTÜSÜ,04.07.2006,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,FEN FAKÜLTESİ,02.05.1991,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,GÜZEL SANATLAR ENSTİTÜSÜ,12.04.1988,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ,02.05.1991,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,HALİL İNALCIK OSMANLI ARAŞTIRMALARI MERKEZİ,,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,16.05.2002,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",02.05.1991,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İLERİ ARAŞTIRMA LABORATUVARI UYGULAMA VE ARAŞTIRMA MERKEZİ,09.10.2019,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İNGİLİZ DİLİ MESLEK YÜKSEKOKULU,21.09.1989,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İNSAN HAKLARI ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,09.06.2021,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İNSANİ BİLİMLER VE EDEBİYAT FAKÜLTESİ,02.05.1991,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İŞLETME ENSTİTÜSÜ,13.05.1988,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,İŞLETME FAKÜLTESİ,29.06.1989,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MALATYA EĞİTİM BİLİMLERİ ENSTİTÜSÜ,04.07.2006,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MALZEME BİLİMİ VE NANOTEKNOLOJİ ENSTİTÜSÜ,08.05.2007,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,02.05.1991,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MÜHENDİSLİK VE FEN BİLİMLERİ ENSTİTÜSÜ,12.04.1988,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MÜZİK VE SAHNE SANATLARI ENSTİTÜSÜ,07.03.1992,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,MÜZİK VE SAHNE SANATLARI FAKÜLTESİ,20.03.1987,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,NANOTEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,24.09.2004,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,OĞUZ TANSEL TÜRK EDEBİYATI UYGULAMA VE ARAŞTIRMA MERKEZİ,21.08.2019,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ÖĞRENME GELİŞTİRME UYGULAMA VE ARAŞTIRMA MERKEZİ,27.12.2017,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ŞANLIURFA EĞİTİM BİLİMLERİ ENSTİTÜSÜ,04.07.2006,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ULUSAL MANYETİK REZONANS UYGULAMA VE ARAŞTIRMA MERKEZİ,23.05.2018,VAKIF,ANKARA,AKTİF
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,ULUSAL NANOTEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,22.06.2010,VAKIF,ANKARA,AKTİF
